"config","n_customers","avg_wait_service","avg_wait_pickup","avg_total_time","service_util","pickup_util"
"A (1+1)",279,20.6899979472637,173.230337364907,198.92999943022,0.779943814942524,1.54954999995021
"A (1+1)",258,11.9629059560899,95.3069395583108,112.119630669509,0.750075606811118,1.33533200988529
"A (1+1)",255,15.7128263208398,101.814090399388,122.226584756028,0.753458270485043,1.24390064472981
"A (1+1)",266,24.4239749277799,97.1751932817757,126.328003804788,0.798605062375319,1.29784538484431
"A (1+1)",291,23.5821353937866,185.346713397211,214.271476120725,0.820786258842377,1.77038799607538
"A (1+1)",233,18.8855728074203,41.0988399662024,64.8146572577718,0.769108400363132,1.10663654098142
"A (1+1)",302,17.108614502487,145.735969871163,167.478181230108,0.878496267616025,1.45374748346754
"A (1+1)",251,22.2099056607081,57.8848265630413,84.6726011220008,0.753911442457375,1.16116371331109
"A (1+1)",247,10.7464091881382,50.846454943601,66.1557682144096,0.714289866667613,1.16410564736505
"A (1+1)",307,41.5202931229539,173.745913219151,220.25237157785,1.01339125259642,1.53786329302634
"A (1+1)",267,12.1269719087197,90.1666779423481,106.951646255028,0.730216199067599,1.34259220069461
"A (1+1)",292,34.011223737471,187.378078739034,226.523959715067,0.905154056008739,1.59371246675828
"A (1+1)",268,14.0855930581568,104.373845552021,123.263058772906,0.76830980910483,1.37730719691398
"A (1+1)",282,13.9852849189001,66.7774211224806,85.2379445972143,0.809045229412922,1.29431689182888
"A (1+1)",294,20.2953195945092,140.770639377009,165.787790983985,0.837594906990992,1.47610277911764
"A (1+1)",268,12.2576926590686,146.956637543883,164.238763604261,0.798712598358904,1.44553432089256
"A (1+1)",254,30.8696019607901,46.5859783363597,82.1870046434643,0.832297410022882,1.17067222991693
"A (1+1)",267,9.46786194688384,89.8555172616172,103.727768420731,0.714280402976957,1.24567279646557
"A (1+1)",244,13.0815236474891,109.485084359288,127.539233986781,0.741046880607436,1.28115435126095
"A (1+1)",299,26.0152933978288,195.618554237632,226.599711664559,0.858482020072629,1.61617355442805
"A (1+1)",309,41.9471860159047,212.510529608708,259.453491342662,0.946828922234074,1.62599557256108
"A (1+1)",266,9.73724034525256,158.333484931784,172.95898673602,0.7033332351468,1.46379601166934
"A (1+1)",268,26.2096091047031,56.9553781465402,87.8389601999129,0.79425084460627,1.29345707246615
"A (1+1)",261,19.2683826755499,111.337229261835,135.496002620435,0.79290762860375,1.33441231852301
"A (1+1)",231,14.7443257472837,59.4998887323725,79.1720369101943,0.720194959099422,1.17701667665774
"A (1+1)",284,21.6047415051863,98.1582358154514,124.42711422834,0.862596415219558,1.3450950544262
"A (1+1)",258,23.0587636786195,126.018821076757,154.039334471382,0.732681816469464,1.40087056141304
"A (1+1)",284,17.9970057794513,148.026449529867,170.867269472489,0.755695691608767,1.53704301229179
"A (1+1)",268,30.2927944263918,53.2074529136806,88.0736885822617,0.820561593619898,1.22224216122467
"A (1+1)",247,21.1647215280008,115.345185012183,141.576550340877,0.768300414140202,1.31746795047854
"A (1+1)",242,10.9242839339148,52.6471620107076,68.0008024644739,0.660071056640941,1.1264360730325
"A (1+1)",286,16.2365615733852,195.280437771983,216.447738471843,0.818830611752945,1.53148837186652
"A (1+1)",281,26.8521645409804,210.909428168579,242.897986085167,0.873015321041225,1.53252890986818
"A (1+1)",281,23.5212718382636,124.555786175739,153.009205914798,0.86985873435305,1.4400305325195
"A (1+1)",253,17.3700807529341,77.6329027192696,99.8385886492144,0.757980549717875,1.2810329665883
"A (1+1)",267,19.5491894838406,52.127566500544,75.9948315140541,0.736332339579752,1.1852112711232
"A (1+1)",282,18.7316460193191,131.662727980504,155.243973171283,0.782987685372738,1.49632392521389
"A (1+1)",257,17.6206667064203,147.754472843677,170.353957016234,0.780688099539412,1.35190538178936
"A (1+1)",291,34.2997781617817,47.8013446828092,86.4592908283551,0.926029709405182,1.1876817627204
"A (1+1)",269,26.0588425907776,108.201128289504,138.962367995086,0.78761674119274,1.32062463194434
"A (1+1)",261,19.2042599164714,63.4528606487275,87.2044353796926,0.767149006157354,1.2109329381474
"A (1+1)",288,24.0158844737163,118.078632264968,146.829006493587,0.864200850688306,1.40835423166498
"A (1+1)",274,15.1435574077971,70.8799747358381,90.3222826217279,0.758754431531613,1.20434162013074
"A (1+1)",309,27.3133696360738,139.096013393817,171.075337728644,0.876348505833734,1.52661816402413
"A (1+1)",270,32.6655868079479,51.5021984965377,88.8828630703843,0.841707037777587,1.28007795687683
"A (1+1)",267,20.0474283963334,104.077116823988,128.894697569059,0.799643947951725,1.32307384723641
"A (1+1)",274,32.1524799276178,118.289598112145,155.318773578205,0.888528250306853,1.33849604558211
"A (1+1)",293,28.1816999393468,127.842149413686,160.777696896352,0.894117116275448,1.42734510071219
"A (1+1)",261,28.033276566012,57.7295103647016,90.7879443479806,0.864507149795725,1.3214363267154
"A (1+1)",268,18.799130748191,79.1535280020411,102.871823974328,0.851166652804601,1.34606048062508
"A (1+1)",276,23.6615681317221,143.782641944183,172.466481411059,0.864040176860249,1.44620463731071
"A (1+1)",262,22.0974404682117,79.1610946698407,106.024233831379,0.813700630386468,1.26732113236625
"A (1+1)",290,28.4368145718577,136.512782846791,169.863571121647,0.829384015317985,1.54570327446415
"A (1+1)",279,22.3781981911073,126.798897056915,154.142578750811,0.838062463899088,1.47088736489746
"A (1+1)",247,12.3275090219878,86.0402556222654,103.315048151627,0.721965887906119,1.31466582262948
"A (1+1)",290,31.3324471179071,80.2553375147551,116.257611677028,0.873755099526348,1.38332797191712
"A (1+1)",253,29.2842136974751,91.5331035818415,125.778239892677,0.825857397088253,1.2659983048787
"A (1+1)",260,15.4860139868247,58.0737329138011,78.2186018948202,0.79709231682055,1.22174484733037
"A (1+1)",265,31.868809944233,43.9265756923504,80.3060107731951,0.859339293086574,1.13285347558355
"A (1+1)",290,31.2670533074288,97.5242010703377,133.485843762658,0.855464753005379,1.41358678302538
"A (1+1)",265,21.0266377652849,117.418703146243,143.242847994774,0.788208176067448,1.33069078569964
"A (1+1)",286,34.8085867362839,132.117630233217,171.940430782347,0.935801933745524,1.45430665037796
"A (1+1)",253,17.725272964125,94.5241896873239,117.021405874275,0.765967439147186,1.24620195314434
"A (1+1)",289,29.5818911576154,147.552372947565,182.049416995702,0.857362269573439,1.51010303936132
"A (1+1)",263,20.9882534681306,109.12232910242,134.978305743541,0.807213943978372,1.32647138018244
"A (1+1)",271,20.303455813221,56.3671889621279,81.0880411895016,0.795612521219342,1.19957819250627
"A (1+1)",268,20.5316252962951,102.164820634685,127.547677707531,0.795427913922505,1.37145561293691
"A (1+1)",283,11.9867133477147,162.421005330015,179.14897225369,0.720863658354204,1.51542761164039
"A (1+1)",297,23.9649827116194,138.606807666962,167.23868681591,0.848031280120765,1.46208245635668
"A (1+1)",293,28.335887478274,108.446573072993,141.325315293157,0.870793140260099,1.34763425869589
"A (1+1)",244,20.9009386779261,101.488663613209,127.376186425478,0.757043398524075,1.27083414944227
"A (1+1)",290,49.4152908997668,186.80379395572,241.758213009154,1.02059157065815,1.65665370361459
"A (1+1)",258,14.510707029251,108.239484303766,127.584674065086,0.727548533895018,1.35127904089482
"A (1+1)",272,16.8621763753739,130.027422011054,151.885047846252,0.815623859625228,1.44897989549469
"A (1+1)",268,9.61499537076345,111.651612871101,126.267166659991,0.734546556005197,1.49903620409153
"A (1+1)",305,18.6659959423828,255.684654327875,279.511901239605,0.80368889457527,1.81994701484266
"A (1+1)",302,33.4883610058036,159.367341362331,197.866400682259,0.960211743581348,1.56183974119436
"A (1+1)",262,17.8179275499302,104.875870107008,127.570946066184,0.798993359975748,1.33069477872808
"A (1+1)",238,13.1431540402386,71.2729345683236,88.9683789231863,0.641787131408831,1.16395469339207
"A (1+1)",292,18.8868500393304,114.606368096489,138.155872408311,0.886830224314031,1.3823281882987
"A (1+1)",277,22.35802971516,138.217159419804,165.438134786865,0.797095656762389,1.44796425253162
"A (1+1)",270,17.5270302017865,72.3843001621641,94.3827140637346,0.771178202111461,1.24094446279135
"A (1+1)",278,19.3593376469245,159.760674535201,184.156753776419,0.860044785339254,1.4736454866835
"A (1+1)",277,26.3986027448691,127.306622343056,158.58390578968,0.892533966748335,1.35979029056183
"A (1+1)",281,19.6707229761152,129.962005204259,154.538295575042,0.850528602784501,1.44691212705144
"A (1+1)",306,36.1808345059414,205.223306165986,246.466878546871,0.94987312961554,1.63212318660595
"A (1+1)",258,23.0581539381718,149.791663139785,178.06718110523,0.826853352405266,1.4166131793222
"A (1+1)",291,24.8629894082098,118.614849680824,148.041186678108,0.818261644989668,1.39496193571118
"A (1+1)",269,17.5493824551084,101.028235175951,123.328294474064,0.786793849365016,1.34309293524879
"A (1+1)",223,16.740884523412,95.3723271668115,117.206866996674,0.709498949182588,1.18364293971494
"A (1+1)",274,24.8360500318046,44.9916719337571,74.3289472130203,0.807582285221108,1.24797724445165
"A (1+1)",248,23.0611699846328,45.4047963809237,73.1953748030678,0.838301972228169,1.11652018194317
"A (1+1)",256,16.6661037959796,57.0295418649987,78.2807892945991,0.745547659709104,1.21078029063575
"A (1+1)",290,18.5384123769463,121.562143030142,144.821926304206,0.814597015123159,1.46739891848388
"A (1+1)",275,31.2239142984714,139.505257926963,175.924860941688,0.892569846850174,1.48878748143304
"A (1+1)",260,15.9611059146777,108.217311956589,129.007645889869,0.789856832184851,1.30280864254282
"A (1+1)",299,35.9727007299416,121.095947585365,161.733754868579,0.926783204704161,1.39799489434308
"A (1+1)",281,20.4484135289508,80.8027322484741,105.699895700196,0.816810898190281,1.26668698230727
"A (1+1)",296,43.7320786052343,149.573593777346,198.051536232798,0.912276898309683,1.429015934464
"A (1+1)",295,24.6820227781649,122.447652127941,151.790518009456,0.841656811780865,1.44992438069996
