"Task","Mean_Hours","Mean_Minutes","SD_Hours","Median_Minutes"
"Task b - 10-hour average system time",0.715897068219281,42.9538240931569,0.359698543497145,39.9334502938806
"Task c - Average overtime",1.06541488647741,63.9248931886447,0.655248708207551,54.0807134279182
